Task Name,Task Description,Folder Name,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia,Secuencia Import
Comité ejecutivo semanal con Gerencia TI y Gerencia Minera,"Reunión semanal con gerencia (1h): estado del proyecto (semáforo), riesgos activos, decisiones pendientes, presupuesto ejecutado, siguiente hito. Formato ejecutivo de 1 página + demo visual cuando aplica.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-06-01,2026-09-30,"GESTION_PROYECTO,GERENCIA,CRITICO",26,PMO-004,"ARQ-Arquitecto TI / PMO, Soporte PMO — Analista Funcional y Documentador",R1,,Baja,Medio,Arquitectura,Desarrollo,S1-S9,Transversal,99.6,PMO — Gobierno,394
Dashboard de métricas del proyecto en ClickUp,"Configuración y mantenimiento del dashboard ejecutivo en ClickUp: velocidad del equipo (story points/sprint), burndown chart, bugs abiertos/cerrados, % avance por release, uso de recursos.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,Normal,2026-09-30,2026-10-29,"GESTION_PROYECTO,DOCUMENTACION",16,PMO-005,Soporte PMO — Analista Funcional y Documentador,R1,PMO-001,Media,Bajo,Arquitectura,Desarrollo,S9-S11,Transversal,90,PMO — Gobierno,395
Definir estrategia de testing y criterios de aceptación,"Definir la estrategia completa de calidad del proyecto: qué se prueba, cómo se prueba, cuándo se prueba, quién aprueba. Incluye criterios de aceptación para cada módulo, umbrales de cobertura (>80%), y proceso de gestión de defectos.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,High,2026-06-01,2026-06-30,"PRUEBAS_CALIDAD,DOCUMENTACION,GESTION_PROYECTO",24,QA-001,"Soporte PMO — Analista Funcional y Documentador, ARQ-Arquitecto TI / PMO",R1,,Media,Medio,QA,Desarrollo,S1-S3,Transversal,94,Agile — QA continuo,396
Preparar ambiente de PRUEBAS (staging) para el equipo QA,"OBJETIVO: Tener un servidor de pruebas separado donde QA valida cambios antes de produccion.

PARA LA MINA: Evita que errores lleguen a operadores reales; permite simular sensores, informes y usuarios de prueba.

ENTREGABLE: Ambiente staging operativo, datos sinteticos de mina, acceso documentado para QA.

VPS REQUERIDO: Staging (segundo servidor) — contratar a partir de semana 10 (~agosto 2026), despues del VPS de desarrollo.

DEPENDE DE: DEV-003 (VPS desarrollo listo) y QA-001 (estrategia de testing).

EXITO: QA ejecuta pruebas funcionales sin usar laptops de desarrolladores.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,High,2026-09-24,2026-10-22,"PRUEBAS_CALIDAD,INFRAESTRUCTURA",23,QA-002,"QA-Calidad (desde mes 2), SYS-Infraestructura",R3,DEV-003,Media,Medio,QA,Desarrollo,S9-S11,Transversal,95,Agile — QA continuo,397
Automatización de tests de regresión,"Construcción de la suite automatizada que se ejecuta en cada despliegue para verificar que las funcionalidades existentes siguen funcionando correctamente. Cobertura: login, CRUD informes, exportación, sensores.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,High,2026-10-22,2026-11-18,PRUEBAS_CALIDAD,48,QA-003,QA-Calidad (desde mes 2),R3,QA-002,Alta,Medio,QA,Desarrollo,S11-S13,Transversal,99.8,Agile — QA continuo,398
Revisión de código y estándares de calidad (continuo),"Proceso continuo de revisión de código: cada pull request es revisado por QA (estándares de código, seguridad básica, complejidad). Análisis estático con SonarQube. Métricas de calidad por sprint.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,Normal,2026-08-03,2026-11-02,"PRUEBAS_CALIDAD,DATOS,SEGURIDAD",49,QA-004,"QA-Calidad (desde mes 2), BACKEND 1 — DBA / Arq. Datos y Core, FRONTEND 1 — Interfaces (mes 1 al 6)",R4,QA-001,Media,Bajo,QA,Desarrollo,S5-S12,Transversal,100,Agile — QA continuo,399
Desarrollo del framework de automatización de pruebas,"Construcción del framework base de testing automatizado: Cypress para e2e, Jest para unitarios, k6 para performance. Estructura de proyectos, helpers, fixtures, reporters. Base para todo el testing del proyecto.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,Urgent,2026-07-01,2026-07-31,"PRUEBAS_CALIDAD,DATOS",41,QA-T01,"QA-Calidad (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R2,,Alta,Medio,QA,Desarrollo,S3-S5,Transversal,95.9,Agile — QA continuo,400
Testing de regresión continuo por sprint (quincenal),"Ejecución completa de la suite de regresión al final de cada sprint: funcional, integración, rendimiento base. Reporte de resultados con métricas de cobertura y defectos encontrados. 4h × 13 sprints.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,High,2026-10-01,2026-11-02,PRUEBAS_CALIDAD,52,QA-T02,QA-Calidad (desde mes 2),R2,QA-T01,Media,Medio,QA,Desarrollo,S9-S12,Transversal,99.8,Agile — QA continuo,401
Verificación diaria de builds y smoke testing,"Verificación diaria de que el build compila, pasa tests básicos y los servicios arrancan correctamente. Smoke test de los flujos críticos (login, crear informe, guardar, exportar). 30min/día × 130 días.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,High,2026-08-03,2026-11-30,"PRUEBAS_CALIDAD,DATOS",53,QA-T03,"QA-Calidad (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6), IA-ML — Modelos e Inteligencia Artificial (desde mes 2)",R1,,Baja,Bajo,QA,Desarrollo,S5-S13,Transversal,100,Agile — QA continuo,402
"Gestión de bugs: triage, priorización y seguimiento","Proceso diario de triage de bugs reportados: clasificación por severidad (crítico/alto/medio/bajo), asignación a responsable, seguimiento hasta resolución. Métricas de defectos abiertos/cerrados por sprint.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,High,2026-09-01,2026-11-30,"PRUEBAS_CALIDAD,GESTION_PROYECTO",78,QA-T04,"QA-Calidad (desde mes 2), Soporte PMO — Analista Funcional y Documentador, ARQ-Arquitecto TI / PMO",R2,,Baja,Medio,QA,Desarrollo,S7-S13,Transversal,95,Agile — QA continuo,403
Testing cross-browser y multi-dispositivo,"Pruebas sistemáticas de la plataforma en Chrome, Firefox, Edge y Safari. Verificación en resoluciones: desktop (1920×1080, 1366×768), tablet (1024×768), mobile (375×667). Reporte de incompatibilidades.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,Normal,2026-07-01,2026-08-31,"PRUEBAS_CALIDAD,EXPERIENCIA_USUARIO",32,QA-T05,"QA-Calidad (desde mes 2), FRONTEND 2 — UX y Soporte (desde mes 2)",R3,,Media,Medio,QA,Desarrollo,S3-S7,Transversal,95.9,Agile — QA continuo,404
Pruebas de accesibilidad WCAG 2.1 nivel AA,"Auditoría de accesibilidad: navegación con teclado, lectores de pantalla (NVDA/VoiceOver), contraste de colores, textos alternativos, formularios accesibles. Cumplimiento de estándares internacionales.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,Normal,2026-08-03,2026-11-02,"PRUEBAS_CALIDAD,EXPERIENCIA_USUARIO,SEGURIDAD",49,QA-T06,"QA-Calidad (desde mes 2), FRONTEND 2 — UX y Soporte (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R4,,Media,Medio,QA,Desarrollo,S5-S12,Transversal,100,Agile — QA continuo,405
Creación y mantenimiento de datos de prueba,"Generación de datasets sintéticos que simulan datos reales de la mina: 10K sensores, 500 informes, 50 usuarios, 20 zonas geográficas. Scripts de seed para ambientes QA y staging.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,High,2026-07-01,2026-07-31,"PRUEBAS_CALIDAD,DATOS",27,QA-T07,"BACKEND 1 — DBA / Arq. Datos y Core, QA-Calidad (desde mes 2)",R2,,Media,Medio,QA,Desarrollo,S3-S5,Transversal,100,Agile — QA continuo,406
Pruebas de rendimiento baseline por módulo,"Benchmarks de rendimiento de cada módulo: tiempo de carga de dashboard (<2s), tiempo de guardado de informe (<500ms), tiempo de exportación PDF (<5s), latencia de WebSocket (<20ms). Línea base para detectar regresiones.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,High,2026-08-03,2026-09-30,"PRUEBAS_CALIDAD,DATOS",32,QA-T08,"QA-Calidad (desde mes 2), BACKEND 1 — DBA / Arq. Datos y Core",R3,QA-T01,Alta,Medio,QA,Desarrollo,S5-S9,Transversal,100,Agile — QA continuo,407
Desarrollo de scripts de pruebas de estrés,"Scripts especializados para simular carga: k6 para APIs, WebSocket load tester para sensores, Selenium Grid para usuarios concurrentes. Escenarios: 10K sensores, 100 usuarios, 50 exportaciones simultáneas.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,High,2026-10-01,2026-11-02,PRUEBAS_CALIDAD,38,QA-T09,"QA-Calidad (desde mes 2), SYS-Infraestructura",R4,QA-T01,Alta,Alto,QA,Desarrollo,S9-S12,Transversal,99.8,Agile — QA continuo,408
Revisión de calidad de documentación técnica y funcional,"QA revisa toda la documentación del proyecto: manuales de usuario, documentación de API, arquitectura, runbooks. Verifica completitud, claridad, actualización. Feedback a autores para correcciones.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,Normal,2026-10-01,2026-11-30,"PRUEBAS_CALIDAD,DOCUMENTACION",40,QA-T10,"QA-Calidad (desde mes 2), Soporte PMO — Analista Funcional y Documentador",R3,,Baja,Bajo,QA,Desarrollo,S9-S13,Transversal,99.8,Agile — QA continuo,409
Plan y ejecución de User Acceptance Testing (UAT),"Planificación completa del UAT: selección de usuarios piloto en la mina, preparación de casos de prueba en lenguaje de negocio, coordinación logística, ejecución acompañada, recopilación de feedback.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,High,2026-09-01,2026-11-02,"PRUEBAS_CALIDAD,EXPERIENCIA_USUARIO,SOPORTE",40,QA-T11,"QA-Calidad (desde mes 2), FRONTEND 2 — UX y Soporte (desde mes 2), ARQ-Arquitecto TI / PMO",R5,,Media,Alto,QA,Desarrollo,S7-S12,Transversal,95,Agile — QA continuo,410
"Soporte a UAT: escenarios, datos de prueba y log de incidencias funcionales","Apoyar QA en preparacion UAT: escenarios de negocio minero, datos anonimizados, registro de incidencias funcionales en ClickUp y priorizacion con ARQ.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-11-02,2026-11-30,"GESTION_PROYECTO,PRUEBAS_CALIDAD",36,PAF-008,"BACKEND 1 — DBA / Arq. Datos y Core, Soporte PMO — Analista Funcional y Documentador, QA-Calidad (desde mes 2)",R5,QA-T11,Media,Medio,QA,Desarrollo,S12-S13,Transversal,90,PMO — Gobierno,411
Testing del editor en diferentes resoluciones y formatos,"Pruebas del ReportStudio en todas las resoluciones soportadas: verificar que reglas horizontales, tablas, imágenes y formatos se renderizan correctamente. Pruebas de impresión y exportación en cada resolución.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,Normal,2026-08-03,2026-09-30,"PRUEBAS_CALIDAD,EDITOR_INFORMES",24,QA-T12,"QA-Calidad (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R4,,Media,Medio,QA,Desarrollo,S5-S9,Transversal,100,Agile — QA continuo,412
Testing del modo offline y sincronización,"Escenarios de prueba de desconexion: editar informe sin conexion, reconectar y verificar sincronizacion. Conflictos de edicion simultanea. Perdida de conexion durante exportacion. Recuperacion de datos locales.",Etapa 1 - Plataforma Reportabilidad,QA_Transversal,Backlog,High,2026-09-01,2026-11-02,"PRUEBAS_CALIDAD,SIN_CONEXION",32,QA-T13,"QA-Calidad (desde mes 2), FRONTEND 2 — UX y Soporte (desde mes 2)",R4,,Alta,Alto,QA,Desarrollo,S7-S12,Transversal,95,Agile — QA continuo,413
Identificación y registro inicial de riesgos del proyecto,"Taller de identificación de riesgos con todo el equipo técnico: riesgos tecnológicos (C++ complexity, performance), de recursos (dependencia de BE1), de integración (legacy), de timeline (6 meses agresivo). Registro en ClickUp.",Etapa 1 - Plataforma Reportabilidad,Gestion_Riesgos,Backlog,High,2026-06-01,2026-06-30,"GESTION_PROYECTO,DOCUMENTACION",16,RSK-001,ARQ-Arquitecto TI / PMO,R1,,Media,Alto,Arquitectura,Desarrollo,S1-S3,Transversal,99.6,PMO — Riesgos,414
Plan de mitigación y contingencia para cada riesgo,"Para cada riesgo identificado: estrategia de mitigación (reducir probabilidad), plan de contingencia (qué hacer si ocurre), responsable, indicadores de activación. Los 10 riesgos principales documentados en detalle.",Etapa 1 - Plataforma Reportabilidad,Gestion_Riesgos,Backlog,High,2026-06-30,2026-07-31,"GESTION_PROYECTO,DOCUMENTACION",24,RSK-002,ARQ-Arquitecto TI / PMO,R1,RSK-001,Media,Alto,Arquitectura,Desarrollo,S3-S5,Transversal,99.6,PMO — Riesgos,415
Revisión quincenal de riesgos con comité técnico,"Cada 2 semanas, revisión del registro de riesgos: nuevos riesgos, riesgos materializados, efectividad de mitigaciones, actualización de probabilidad/impacto. Participan ARQ + líderes técnicos.",Etapa 1 - Plataforma Reportabilidad,Gestion_Riesgos,Backlog,Normal,2026-07-01,2026-08-31,"GESTION_PROYECTO,DOCUMENTACION",48,RSK-003,"Soporte PMO — Analista Funcional y Documentador, ARQ-Arquitecto TI / PMO",R1,RSK-001,Baja,Medio,Arquitectura,Desarrollo,S3-S7,Transversal,93.5,PMO — Riesgos,416
Automatizar instalacion de servidores (Ansible),"OBJETIVO: Levantar un servidor identico en minutos si falla o hay que escalar.

PARA LA MINA: Menos tiempo caido; recuperacion rapida en faena.

ENTREGABLE: Playbooks Ansible (OS, Docker, servicios, red, seguridad basica).

VPS REQUERIDO: Desarrollo (desde semana 7, jul 2026).

DEPENDE DE: DEV-002.

EXITO: Servidor nuevo listo en <30 minutos ejecutando un playbook.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,INFRAESTRUCTURA,30,SYS-I01,"SYS-Infraestructura, BACKEND 3 — Integraciones",R2,DEV-002,Alta,Medio,Infraestructura,Desarrollo,S3-S5,Julio,0,Agile — Desarrollo por Sprint,417
Centralizar logs del sistema (Loki + Grafana),"OBJETIVO: Ver en un solo lugar errores y eventos de todos los servicios.

PARA LA MINA: Diagnosticar fallas de sensores, informes o login sin revisar cada servidor.

ENTREGABLE: Loki + Promtail + Grafana con busqueda y retencion 90 dias.

VPS REQUERIDO: Desarrollo (jul 2026).

DEPENDE DE: DEV-003.

EXITO: Un error en backend aparece en dashboard en menos de 1 minuto.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,High,2026-06-30,2026-07-31,INFRAESTRUCTURA,30,SYS-I02,"SYS-Infraestructura, BACKEND 3 — Integraciones",R2,DEV-003,Alta,Medio,Infraestructura,Desarrollo,S3-S5,Julio,0,Agile — Desarrollo por Sprint,418
Configurar dominios y DNS de la plataforma,"OBJETIVO: Que usuarios accedan con URLs claras por ambiente (dev, pruebas, produccion).

PARA LA MINA: Operadores entran a app.plataforma.com; desarrollo en dev.plataforma.com.

ENTREGABLE: DNS, subdominios, failover DNS al servidor de respaldo.

VPS REQUERIDO: Desarrollo + staging (ago 2026).

DEPENDE DE: DEV-003.

EXITO: Cada ambiente tiene URL propia y certificado SSL valido.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-07-27,2026-08-31,INFRAESTRUCTURA,11,SYS-I03,SYS-Infraestructura,R3,DEV-003,Baja,Bajo,Infraestructura,Desarrollo,S5-S7,Agosto,90.2,Agile — Desarrollo por Sprint,419
Gestionar parches de seguridad del sistema operativo,"OBJETIVO: Mantener servidores Linux actualizados sin sorpresas en produccion.

PARA LA MINA: Reduce riesgo de intrusion o caida por vulnerabilidades conocidas.

ENTREGABLE: Proceso mensual: evaluar parches -> probar en staging -> aplicar en prod.

VPS REQUERIDO: Todos (desde ago 2026, continuo).

DEPENDE DE: DEV-003.

EXITO: Registro de parches aplicados; cero servidores con CVE critico sin parche.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"INFRAESTRUCTURA,SEGURIDAD",29,SYS-I04,SYS-Infraestructura,R3,DEV-003,Media,Alto,Infraestructura,Desarrollo,S5-S7,Agosto,90.2,Agile — Desarrollo por Sprint,420
Mantenimiento semanal de bases de datos,"OBJETIVO: Mantener PostgreSQL, QuestDB y Redis rapidos y sin llenar discos.

PARA LA MINA: Telemetria e informes siguen respondiendo con miles de sensores activos.

ENTREGABLE: Rutina semanal (2h): limpieza, indices, consultas lentas, alertas de espacio.

VPS REQUERIDO: Desarrollo desde semana 10; produccion desde oct 2026.

DEPENDE DE: DEV-003 (BD instalada).

EXITO: Sin caidas por disco lleno; consultas criticas bajo umbral acordado.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,High,2026-07-27,2026-08-31,"DATOS,INFRAESTRUCTURA",34,SYS-I05,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R3,DEV-003,Media,Medio,Infraestructura,Desarrollo,S5-S7,Agosto,100,Agile — Desarrollo por Sprint,421
Probar que los backups se pueden restaurar,"OBJETIVO: Confirmar mensualmente que las copias de seguridad realmente funcionan.

PARA LA MINA: Si hay desastre, se recupera informacion e historial de sensores.

ENTREGABLE: Restauracion en ambiente test + acta con tiempo y integridad verificada.

VPS REQUERIDO: Staging (sep 2026 en adelante).

DEPENDE DE: DEV-004.

EXITO: Restauracion completa probada; tiempo documentado para auditoria.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,INFRAESTRUCTURA,25,SYS-I06,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R4,DEV-004,Media,Alto,Infraestructura,Desarrollo,S7-S9,Septiembre,92.5,Agile — Desarrollo por Sprint,422
Documentar infraestructura y red (diagramas),"OBJETIVO: Dejar mapa claro de servidores, redes, puertos y credenciales para operacion y DR.

PARA LA MINA: TI del cliente entiende la arquitectura sin depender de una sola persona.

ENTREGABLE: Diagrama de red, inventario, runbook de acceso, vault de secretos.

VPS REQUERIDO: Documentacion de dev + staging (sep 2026).

DEPENDE DE: SYS-I03, DEV-004.

EXITO: Documento actualizado tras cada cambio mayor de infra.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-08-24,2026-09-30,"DOCUMENTACION,INFRAESTRUCTURA",23,SYS-I07,"SYS-Infraestructura, ARQ-Arquitecto TI / PMO",R4,DEV-004,Media,Medio,Infraestructura,Desarrollo,S7-S9,Septiembre,90,Agile — Desarrollo por Sprint,423
"Igualar ambientes dev, staging y produccion","OBJETIVO: Evitar sorpresas: lo que funciona en desarrollo debe funcionar igual en produccion.

PARA LA MINA: Menos bugs el dia del Go-Live.

ENTREGABLE: Checklist de paridad, sync de configs, reporte semanal de diferencias.

VPS REQUERIDO: Los tres ambientes activos (sep 2026).

DEPENDE DE: DEV-003, DEV-004.

EXITO: Drift detectado y corregido antes de cada release.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-09-24,2026-09-30,INFRAESTRUCTURA,30,SYS-I08,"SYS-Infraestructura, BACKEND 3 — Integraciones",R4,DEV-003,Media,Medio,Infraestructura,Desarrollo,S9,Septiembre,100,Agile — Desarrollo por Sprint,424
Optimizar red mina ↔ datacenter Lima,"OBJETIVO: Reducir latencia y perdida de paquetes entre faena y datacenter.

PARA LA MINA: Sensores y mapas responden mas rapido con fibra, 4G o satelite.

ENTREGABLE: Informe de latencia, ajustes MTU/QoS, recomendaciones por tipo de enlace.

VPS REQUERIDO: Produccion (oct 2026).

EXITO: Latencia objetivo <20 ms desde oficina mina con fibra.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,INFRAESTRUCTURA,22,SYS-I09,SYS-Infraestructura,R5,P2-M5-001,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,100,Agile — Desarrollo por Sprint,425
