Task Name,Task Description,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia
Pruebas UAT con usuarios de operaciones mineras,"User Acceptance Testing con ingenieros de mina, supervisores y gerencia usando datos reales.",MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"PRUEBAS_CALIDAD,EXPERIENCIA_USUARIO,CRITICO",38,P2-M6-004,"QA-Calidad (desde mes 2), FRONTEND 2 — UX y Soporte (desde mes 2), ARQ-Arquitecto TI / PMO",R6,P2-M6-001,Media,Alto,QA,Desarrollo,S13,Noviembre,99.9,Agile — Desarrollo por Sprint
Ajuste fino de rendimiento post-pruebas,Correccion de los problemas de lentitud y errores detectados durante las pruebas de estres y las pruebas con usuarios reales.,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"DATOS,INFRAESTRUCTURA",18,P2-M6-005,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R6,P2-M6-001,Alta,Medio,Backend,Desarrollo,S13,Noviembre,90.0,Agile — Desarrollo por Sprint
Entrenamiento del Reconocimiento Facial y Traducción de Voz,Fine-tuning de modelos de reconocimiento facial (InsightFace) y STT para español minero.,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-02,2026-11-30,"INTELIGENCIA_ARTIFICIAL,CRITICO",23,P2-M6-006,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R6,,Alta,Alto,IA,Desarrollo,S12-S13,Noviembre,90.0,Agile — Desarrollo por Sprint
Protección contra fraudes y controles de seguridad avanzada,"Implementación de detección de anomalías, rate limiting, honeypots y audit logging.",MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"SEGURIDAD,CRITICO",39,P2-M6-007,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R6,P2-M5-006,Alta,Alto,Backend,Desarrollo,S13,Noviembre,90.0,Agile — Desarrollo por Sprint
Documentación final: manuales de usuario y operación,"Manuales de usuario final, guías de operación, runbooks, documentación de API.",MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,DOCUMENTACION,31,P2-M6-008,"QA-Calidad (desde mes 2), ARQ-Arquitecto TI / PMO",R6,P2-M6-004,Media,Bajo,QA,Desarrollo,S13,Noviembre,99.9,Agile — Desarrollo por Sprint
Marcha blanca con datos reales en unidad minera,Despliegue beta controlado en la mina: supervisores seleccionados usando el sistema en producción.,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"PRODUCCION,CRITICO",37,P2-M6-009,"ARQ-Arquitecto TI / PMO, SYS-Infraestructura, QA-Calidad (desde mes 2)",R6,P2-M6-004,Media,Alto,Arquitectura,Desarrollo,S13,Noviembre,90.1,Agile — Desarrollo por Sprint
Corrección de bugs de marcha blanca,Sprint de hotfixes para bugs detectados durante la marcha blanca.,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"DATOS,PRODUCCION",26,P2-M6-010,"BACKEND 1 — DBA / Arq. Datos y Core, FRONTEND 1 — Interfaces (mes 1 al 6), BACKEND 3 — Integraciones",R6,P2-M6-009,Media,Alto,Backend,Desarrollo,S13,Noviembre,90.0,Agile — Desarrollo por Sprint
Aprobación gerencial y firma de aceptación,"Presentación ejecutiva de resultados, métricas de calidad y firma de aceptación formal.",MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"PRODUCCION,CRITICO,DOCUMENTACION",8,P2-M6-011,ARQ-Arquitecto TI / PMO,R6,P2-M6-009,Baja,Alto,Arquitectura,Desarrollo,S13,Noviembre,90.1,Agile — Desarrollo por Sprint
Informe ejecutivo de cierre y lecciones aprendidas del proyecto,"Documento ejecutivo de cierre: logros vs SOW, lecciones aprendidas, recomendaciones para operación, riesgos residuales y plan de soporte post-GoLive. Presentación a Gerencia TI y Gerencia Minera.",MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"GESTION_PROYECTO,DOCUMENTACION,PRODUCCION",32,ARQ-G11,ARQ-Arquitecto TI / PMO,R6,P2-M6-011,Baja,Medio,Arquitectura,Desarrollo,S13,Noviembre,90.1,Agile — Desarrollo por Sprint
Pase a producción global (Hard-Launch LATAM),"Lanzamiento oficial del sistema en produccion: cambio de direccion web al nuevo servidor, desactivacion del sistema antiguo, vigilancia activa 24/7.",MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"PRODUCCION,CRITICO",15,P2-M6-012,"ARQ-Arquitecto TI / PMO, SYS-Infraestructura",R6,P2-M6-011,Media,Alto,Infraestructura,Desarrollo,S13,Noviembre,90.1,Agile — Desarrollo por Sprint
Transferencia formal del sistema a operaciones TI del cliente,"Handover estructurado: runbooks, accesos, diagramas as-built, contactos proveedores datacenter Lima, sesión de transferencia con equipo operativo del cliente y acta de recepción firmada.",MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"GESTION_PROYECTO,PRODUCCION,SOPORTE",38,ARQ-G13,"ARQ-Arquitecto TI / PMO, SYS-Infraestructura, Soporte PMO — Analista Funcional y Documentador",R6,P2-M6-012,Media,Alto,Arquitectura,Desarrollo,S13,Noviembre,90.1,Agile — Desarrollo por Sprint
Seguimiento KPIs y estabilización post-GoLive (primera quincena),"Monitoreo diario de indicadores post-lanzamiento: disponibilidad, errores críticos, tickets de soporte, adopción de usuarios. Reporte ejecutivo a Gerencia y plan de acción correctiva.",PMO_Seguimiento,Backlog,High,2026-11-30,2026-11-30,"GESTION_PROYECTO,PRODUCCION,GERENCIA",24,ARQ-G14,ARQ-Arquitecto TI / PMO,R6,P2-M6-012,Baja,Medio,Arquitectura,Desarrollo,S13,Transversal,90.1,PMO — Gobierno
Soporte post-GoLive y estabilización (Semana 26),Vigilancia intensiva del sistema durante la primera semana en produccion. Equipo de soporte disponible para resolver cualquier problema critico que aparezca.,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,PRODUCCION,33,P2-M6-013,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura, QA-Calidad (desde mes 2)",R6,P2-M6-012,Media,Alto,Backend,Desarrollo,S13,Noviembre,90.0,Agile — Desarrollo por Sprint
Pruebas de estrés del editor: 50 usuarios editando simultáneamente,"Simulación de carga del ReportStudio con 50 usuarios concurrentes editando informes diferentes. Medir auto-save latency, WebSocket stability, lock contention, memory usage del browser.",MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"PRUEBAS_CALIDAD,EDITOR_INFORMES,CRITICO",18,P2-M6-014,"QA-Calidad (desde mes 2), BACKEND 1 — DBA / Arq. Datos y Core",R6,P2-M5-019,Alta,Alto,QA,Desarrollo,S13,Noviembre,99.9,Agile — Desarrollo por Sprint
Pruebas de exportación masiva (100 informes concurrentes),"Stress test del pipeline de exportación: generar 100 PDFs/DOCXs simultáneamente. Validar queue ordering, calidad de output, memory leaks del motor de renderizado.",MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"PRUEBAS_CALIDAD,EXPORTACION",15,P2-M6-015,"QA-Calidad (desde mes 2), BACKEND 3 — Integraciones",R6,P1-M4-029,Alta,Medio,QA,Desarrollo,S13,Noviembre,99.9,Agile — Desarrollo por Sprint
"Actualizacion semanal ClickUp: estados, responsables, fechas y dependencias","Rutina semanal: revisar 287+ tareas, actualizar % avance, validar fechas Gantt, marcar bloqueos y reflejar cambios acordados en comites.",PMO_Seguimiento,Backlog,High,2026-07-01,2026-07-31,GESTION_PROYECTO,52,PAF-001,Soporte PMO — Analista Funcional y Documentador,R1,,Baja,Medio,Arquitectura,Desarrollo,S3-S5,Transversal,93.6,PMO — Gobierno
"Coordinacion de reuniones: convocatorias, agendas, salas y recordatorios","Gestionar calendario de dailies, sprint planning, reviews, comite ejecutivo y workshops. Enviar invites, preparar agenda y confirmar asistencia de 9 recursos + gerencia.",PMO_Seguimiento,Backlog,High,2026-08-03,2026-08-31,"GESTION_PROYECTO,DOCUMENTACION",52,PAF-002,Soporte PMO — Analista Funcional y Documentador,R1,,Baja,Medio,Arquitectura,Desarrollo,S5-S7,Transversal,96.9,PMO — Gobierno
"Actas, action items y seguimiento de acuerdos entre sprints","Redactar actas de cada ceremonia, registrar acuerdos con responsable y fecha, enviar resumen por correo y escalar vencidos al ARQ/PMO.",PMO_Seguimiento,Backlog,High,2026-11-02,2026-11-30,"GESTION_PROYECTO,DOCUMENTACION",48,PAF-003,Soporte PMO — Analista Funcional y Documentador,R1,PAF-002,Baja,Medio,Arquitectura,Desarrollo,S12-S13,Transversal,90.0,PMO — Gobierno
"Correos de seguimiento a equipo y gerencia (avance, riesgos, bloqueos)","Elaborar y enviar boletines quincenales de avance, alertas de tareas vencidas, recordatorios de entregables y canal unico de comunicacion proyecto-mina.",PMO_Seguimiento,Backlog,High,2026-06-01,2026-06-30,"GESTION_PROYECTO,GERENCIA",40,PAF-004,Soporte PMO — Analista Funcional y Documentador,R1,,Baja,Medio,Arquitectura,Desarrollo,S1-S3,Transversal,90.0,PMO — Gobierno
"Matriz RACI, organigrama del proyecto y onboarding de nuevos recursos","Documentar roles (BE1-3, FE1-2, QA, IA, SYS, PAF, ARQ), responsables por modulo minero y guia de induccion al proyecto y ClickUp.",PMO_Seguimiento,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,DOCUMENTACION",32,PAF-005,Soporte PMO — Analista Funcional y Documentador,R1,,Media,Bajo,Arquitectura,Desarrollo,S3-S5,Transversal,93.6,PMO — Gobierno
Documentacion funcional para usuarios de mina (manuales y quick-start),"Redactar manuales funcionales no tecnicos: crear informe, sensores, mapas, alertas. Coordinar revision con FE1/FE2 y validacion con QA.",PMO_Seguimiento,Backlog,High,2026-10-29,2026-11-30,"DOCUMENTACION,EXPERIENCIA_USUARIO",42,PAF-006,"Soporte PMO — Analista Funcional y Documentador, FRONTEND 1 — Interfaces (mes 1 al 6), FRONTEND 2 — UX y Soporte (desde mes 2)",R3,P1-M3-004,Media,Medio,Frontend,Desarrollo,S11-S13,Transversal,96.0,PMO — Gobierno
Catalogo de requerimientos funcionales y trazabilidad FE-BE,Mantener matriz requerimiento-tarea-modulo minero; actualizar correspondencias frontend-backend y evidencias de cierre por sprint.,PMO_Seguimiento,Backlog,High,2026-09-28,2026-11-30,"DOCUMENTACION,DATOS",37,PAF-007,"Soporte PMO — Analista Funcional y Documentador, BACKEND 1 — DBA / Arq. Datos y Core, FRONTEND 1 — Interfaces (mes 1 al 6)",R2,P1-M1-005,Media,Medio,Backend,Desarrollo,S9-S13,Transversal,90.0,PMO — Gobierno
Dashboard ejecutivo de avance (extraccion ClickUp + slide gerencia),"Consolidar KPIs de avance, capacidad y riesgos desde Excel/ClickUp; preparar slide quincenal para comite ejecutivo junto al ARQ.",PMO_Seguimiento,Backlog,High,2026-07-01,2026-11-02,"GESTION_PROYECTO,GERENCIA",40,PAF-009,"Soporte PMO — Analista Funcional y Documentador, ARQ-Arquitecto TI / PMO",R1,PAF-004,Baja,Medio,Arquitectura,Desarrollo,S3-S12,Transversal,93.6,PMO — Gobierno
"Kit de cierre: indice documentacion, actas finales y lecciones aprendidas","Compilar entregables documentales del proyecto, lecciones aprendidas, acta de cierre y paquete de handover para operaciones mina.",PMO_Seguimiento,Backlog,High,2026-11-30,2026-11-30,"GESTION_PROYECTO,DOCUMENTACION,PRODUCCION",32,PAF-010,"Soporte PMO — Analista Funcional y Documentador, ARQ-Arquitecto TI / PMO",R6,P2-M6-012,Media,Medio,Arquitectura,Desarrollo,S13,Transversal,90.0,PMO — Gobierno
"Plan de capacitacion: offline, borradores, shortcuts y UX industrial","Disenar agenda de talleres, guias quick-start y material de entrenamiento para nuevos alcances A-G. Coordinar sesiones presenciales mes 5-6 con supervisores mineros.",PMO_Seguimiento,Backlog,High,2026-11-30,2026-11-30,"SOPORTE,DOCUMENTACION,EXPERIENCIA_USUARIO,SIN_CONEXION",40,PAF-011,"Soporte PMO — Analista Funcional y Documentador, FRONTEND 1 — Interfaces (mes 1 al 6), FRONTEND 2 — UX y Soporte (desde mes 2)",R5,P1-ALC-G1,Media,Medio,Frontend,Desarrollo,S13,Transversal,90.0,PMO — Gobierno
Coordinacion de reuniones ejecutivas y seguimiento de action items gerencia,"Soporte directo al PM: preparar comites quincenales C-Level, consolidar action items, escalamiento de bloqueos y minutas de decisiones de alcance.",PMO_Seguimiento,Backlog,High,2026-08-31,2026-09-25,"GESTION_PROYECTO,GERENCIA",56,PAF-012,"Soporte PMO — Analista Funcional y Documentador, ARQ-Arquitecto TI / PMO, IA-ML — Modelos e Inteligencia Artificial (desde mes 2)",R1,PAF-002,Baja,Medio,Arquitectura,Desarrollo,S7-S9,Transversal,96.9,PMO — Gobierno
Sprint Planning quincenal (planificación del sprint),"Cada 2 semanas: revisión del backlog, priorización de tareas, estimación de esfuerzo, asignación a recursos, definición de objetivos del sprint. ARQ lidera la sesión con todo el equipo. 2h × 13 sprints.",PMO_Seguimiento,Backlog,High,2026-06-01,2026-11-02,"GESTION_PROYECTO,DOCUMENTACION",26,PMO-001,"ARQ-Arquitecto TI / PMO, Soporte PMO — Analista Funcional y Documentador",R1,,Baja,Bajo,Arquitectura,Desarrollo,S1-S12,Transversal,97.9,PMO — Gobierno
"Daily standups (reunión diaria de sincronización, 15 min)","Reunión diaria de 15 minutos con todo el equipo: qué hice ayer, qué haré hoy, qué me bloquea. ARQ facilita y registra impedimentos para resolución inmediata. Mantiene al equipo alineado y detecta problemas temprano.",PMO_Seguimiento,Backlog,Normal,2026-10-01,2026-11-02,GESTION_PROYECTO,33,PMO-002,Soporte PMO — Analista Funcional y Documentador,R1,,Baja,Bajo,Arquitectura,Desarrollo,S9-S12,Transversal,96.0,PMO — Gobierno
Sprint Review y Retrospectiva quincenal,"Al final de cada sprint: Demo de lo construido ante stakeholders (Review, 1h) + sesión de mejora continua del equipo (Retro, 1h). ARQ presenta, QA valida calidad de los entregables demostrados.",PMO_Seguimiento,Backlog,High,2026-06-01,2026-06-30,"GESTION_PROYECTO,DOCUMENTACION",26,PMO-003,"ARQ-Arquitecto TI / PMO, Soporte PMO — Analista Funcional y Documentador",R1,,Baja,Bajo,Arquitectura,Desarrollo,S1-S3,Transversal,97.9,PMO — Gobierno
Comité ejecutivo semanal con Gerencia TI y Gerencia Minera,"Reunión semanal con gerencia (1h): estado del proyecto (semáforo), riesgos activos, decisiones pendientes, presupuesto ejecutado, siguiente hito. Formato ejecutivo de 1 página + demo visual cuando aplica.",PMO_Seguimiento,Backlog,High,2026-08-03,2026-09-30,"GESTION_PROYECTO,GERENCIA,CRITICO",26,PMO-004,"ARQ-Arquitecto TI / PMO, Soporte PMO — Analista Funcional y Documentador",R1,,Baja,Medio,Arquitectura,Desarrollo,S5-S9,Transversal,91.6,PMO — Gobierno
Dashboard de métricas del proyecto en ClickUp,"Configuración y mantenimiento del dashboard ejecutivo en ClickUp: velocidad del equipo (story points/sprint), burndown chart, bugs abiertos/cerrados, % avance por release, uso de recursos.",PMO_Seguimiento,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,DOCUMENTACION",16,PMO-005,Soporte PMO — Analista Funcional y Documentador,R1,PMO-001,Media,Bajo,Arquitectura,Desarrollo,S12-S13,Transversal,90.0,PMO — Gobierno
Definir estrategia de testing y criterios de aceptación,"Definir la estrategia completa de calidad del proyecto: qué se prueba, cómo se prueba, cuándo se prueba, quién aprueba. Incluye criterios de aceptación para cada módulo, umbrales de cobertura (>80%), y proceso de gestión de defectos.",QA_Transversal,Backlog,High,2026-06-01,2026-06-30,"PRUEBAS_CALIDAD,DOCUMENTACION,GESTION_PROYECTO",24,QA-001,"Soporte PMO — Analista Funcional y Documentador, ARQ-Arquitecto TI / PMO",R1,,Media,Medio,QA,Desarrollo,S1-S3,Transversal,90.0,Agile — QA continuo
Preparar ambiente de PRUEBAS (staging) para el equipo QA,"OBJETIVO: Tener un servidor de pruebas separado donde QA valida cambios antes de produccion.

PARA LA MINA: Evita que errores lleguen a operadores reales; permite simular sensores, informes y usuarios de prueba.

ENTREGABLE: Ambiente staging operativo, datos sinteticos de mina, acceso documentado para QA.

VPS REQUERIDO: Staging (segundo servidor) — contratar a partir de semana 10 (~agosto 2026), despues del VPS de desarrollo.

DEPENDE DE: DEV-003 (VPS desarrollo listo) y QA-001 (estrategia de testing).

EXITO: QA ejecuta pruebas funcionales sin usar laptops de desarrolladores.",QA_Transversal,Backlog,High,2026-09-24,2026-10-22,"PRUEBAS_CALIDAD,INFRAESTRUCTURA",22,QA-002,"QA-Calidad (desde mes 2), SYS-Infraestructura",R3,DEV-003,Media,Medio,QA,Desarrollo,S9-S11,Transversal,91.4,Agile — QA continuo
Automatización de tests de regresión,"Construcción de la suite automatizada que se ejecuta en cada despliegue para verificar que las funcionalidades existentes siguen funcionando correctamente. Cobertura: login, CRUD informes, exportación, sensores.",QA_Transversal,Backlog,High,2026-10-22,2026-11-18,PRUEBAS_CALIDAD,43,QA-003,QA-Calidad (desde mes 2),R3,QA-002,Alta,Medio,QA,Desarrollo,S11-S13,Transversal,100.0,Agile — QA continuo
Revisión de código y estándares de calidad (continuo),"Proceso continuo de revisión de código: cada pull request es revisado por QA (estándares de código, seguridad básica, complejidad). Análisis estático con SonarQube. Métricas de calidad por sprint.",QA_Transversal,Backlog,Normal,2026-08-03,2026-11-02,"PRUEBAS_CALIDAD,DATOS,SEGURIDAD",42,QA-004,"QA-Calidad (desde mes 2), BACKEND 1 — DBA / Arq. Datos y Core, FRONTEND 1 — Interfaces (mes 1 al 6)",R4,QA-001,Media,Bajo,QA,Desarrollo,S5-S12,Transversal,92.1,Agile — QA continuo
Desarrollo del framework de automatización de pruebas,"Construcción del framework base de testing automatizado: Cypress para e2e, Jest para unitarios, k6 para performance. Estructura de proyectos, helpers, fixtures, reporters. Base para todo el testing del proyecto.",QA_Transversal,Backlog,Urgent,2026-07-01,2026-07-31,"PRUEBAS_CALIDAD,DATOS",40,QA-T01,"QA-Calidad (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6), IA-ML — Modelos e Inteligencia Artificial (desde mes 2)",R2,,Alta,Medio,QA,Desarrollo,S3-S5,Transversal,94.3,Agile — QA continuo
Testing de regresión continuo por sprint (quincenal),"Ejecución completa de la suite de regresión al final de cada sprint: funcional, integración, rendimiento base. Reporte de resultados con métricas de cobertura y defectos encontrados. 4h × 13 sprints.",QA_Transversal,Backlog,High,2026-10-01,2026-11-02,PRUEBAS_CALIDAD,47,QA-T02,QA-Calidad (desde mes 2),R2,QA-T01,Media,Medio,QA,Desarrollo,S9-S12,Transversal,100.0,Agile — QA continuo
Verificación diaria de builds y smoke testing,"Verificación diaria de que el build compila, pasa tests básicos y los servicios arrancan correctamente. Smoke test de los flujos críticos (login, crear informe, guardar, exportar). 30min/día × 130 días.",QA_Transversal,Backlog,High,2026-07-01,2026-11-30,"PRUEBAS_CALIDAD,DATOS",46,QA-T03,"QA-Calidad (desde mes 2), BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), FRONTEND 1 — Interfaces (mes 1 al 6)",R1,,Baja,Bajo,QA,Desarrollo,S3-S13,Transversal,94.3,Agile — QA continuo
"Gestión de bugs: triage, priorización y seguimiento","Proceso diario de triage de bugs reportados: clasificación por severidad (crítico/alto/medio/bajo), asignación a responsable, seguimiento hasta resolución. Métricas de defectos abiertos/cerrados por sprint.",QA_Transversal,Backlog,High,2026-07-01,2026-11-30,"PRUEBAS_CALIDAD,GESTION_PROYECTO",74,QA-T04,"QA-Calidad (desde mes 2), Soporte PMO — Analista Funcional y Documentador, ARQ-Arquitecto TI / PMO",R2,,Baja,Medio,QA,Desarrollo,S3-S13,Transversal,94.3,Agile — QA continuo
